election_year,state_name,constituency_name,constituency_type,party_name,candidate_name,EVM_votes,postal_votes,total_votes,rank,units
2024,Jammu and Kashmir,Baramulla,General,Independent,NAZIR AHMAD SOFI,2980,3,2983,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Baramulla,General,Independent,SHABIR AHMAD DAR,2694,6,2700,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Baramulla,General,Independent,HILAL AHMAD WAGAY,2681,8,2689,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Baramulla,General,Independent,MEHRAJ UDDIN NAJAR,2560,10,2570,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Baramulla,General,Independent,SYED AMEER SUHAIL,2409,8,2417,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Baramulla,General,National Youth Party,FAROOQ AHMAD BHAT,2315,28,2343,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Baramulla,General,Independent,ARUN KUMAR RAINA,2161,80,2241,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Baramulla,General,Jammu and Kashmir Nationalist People's Front,MUNIR AHMAD KHAN,2004,15,2019,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Baramulla,General,Independent,MUZAFFAR HUSSAIN DAR,1663,8,1671,22,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Baramulla,General,National Loktantrik Party,MUSHTAQ AHMAD MIR,1382,15,1397,23,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Baramulla,General,None of the Above,NOTA,4873,111,4984,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Jammu & Kashmir National Conference,AGA SYED RUHULLAH MEHDI,355294,1572,356866,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Jammu & Kashmir Peoples Democratic Party,WAHEED UR REHMAN PARA,167666,784,168450,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Jammu and Kashmir Apni Party,MOHAMMAD ASHRAF MIR,65494,460,65954,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Democratic Progressive Azad Party,AMIR AHMAD BHAT,15061,43,15104,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,SHEEBAN ASHAI,13063,8,13071,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,SAYIM MUSTAFA,8831,49,8880,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,JIBRAN FIRDOUS DAR,5431,67,5498,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,JAHANGIR AHMAD SHEIKH,4412,10,4422,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,SAJAD AHMAD DAR,3755,9,3764,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Jammu & Kashmir National Panthers Party (Bhim),HAKIKAT SINGH,3732,46,3778,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,National Loktantrik Party,RUBINA AKHTER,2855,21,2876,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,WASEEM HASSAN SHEIKH,2838,17,2855,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,RIYAZ AHMAD BHAT,2791,1,2792,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,FAYAZ AHMAD BUTT,2221,6,2227,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,SHAHNAZ HUSSAIN SHAH,2196,7,2203,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Gana Suraksha Party,MOHD YOUSUF BHAT,1880,18,1898,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,WAHEEDA TABASUM SHAH,1594,12,1606,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,NISAR AHMAD AHANGAR,1115,9,1124,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,MIRZA SAJAD HUSSAIN BEIGH,1049,15,1064,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,GHULAM MOHAMMAD WANI,1028,12,1040,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,AMIN DAR,989,7,996,22,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,JAVEED AHMAD WANI,928,4,932,23,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Bharat Jodo Party,YOUNIS AHMAD MIR,913,12,925,24,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,Independent,DR QAZI ASHRAF,910,9,919,25,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Srinagar,General,None of the Above,NOTA,5887,111,5998,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Jammu & Kashmir National Conference,MIAN ALTAF AHMAD,517489,4347,521836,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Jammu & Kashmir Peoples Democratic Party,MEHBOOBA MUFTI,238210,1832,240042,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Jammu and Kashmir Apni Party,ZAFAR IQBAL KHAN MANHAS,141316,879,142195,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Democratic Progressive Azad Party,MOHAMAD SALEEM PARAY,25440,121,25561,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Independent,ABDUL RAOUF MALIK,10566,16,10582,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Independent,SUSHIL KUMAR SHARMA,9102,126,9228,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Independent,ABDUL ROUF NAIK,9079,70,9149,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Independent,SAJAD AHMAD DAR,7988,16,8004,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Independent,IMRAN SHEIKH,7457,28,7485,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,National Loktantrik Party,IMTIYAZ AHMAD,6936,77,7013,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Jammu & Kashmir National Panthers Party (Bhim),ARSHEED AHMED LONE,6163,226,6389,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Independent,BALDEV KUMAR,6120,69,6189,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Independent,ALI MOHAMMAD WANI,5238,17,5255,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Jammu and Kashmir Nationalist People's Front,SHEIKH MUZAFAR AHMED,4774,40,4814,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Independent,DILIP KUMAR PANDITA,3638,84,3722,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Independent,RAVINDER SINGH,2828,134,2962,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Independent,GULSHAN AKHTER,2778,29,2807,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,Garib Democratic Party,MOHAMMAD MAQBOOL TELI,2731,17,2748,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,National Awami United Party,SUDARSHAN SINGH,2166,216,2382,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,All India Forward Bloc,JAVAID AHMED,1534,28,1562,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,ANANTNAG-RAJOURI,General,None of the Above,NOTA,5967,256,6223,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Udhampur,General,Bharatiya Janata Party,DR JITENDRA SINGH,566833,4243,571076,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Udhampur,General,Indian National Congress,CH LAL SINGH,444151,2552,446703,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Udhampur,General,Independent,GHULAM MOHD SAROORI,39519,80,39599,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Udhampur,General,Independent,MEHRAJ DIN,9055,27,9082,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Udhampur,General,Bahujan Samaj Party,AMIT KUMAR,8559,83,8642,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Udhampur,General,Independent,MOHD ALI GUJJAR,7139,19,7158,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Udhampur,General,Ekam Sanatan Bharat Dal,MANOJ KUMAR,6778,56,6834,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Udhampur,General,Jammu & Kashmir National Panthers Party (Bhim),BALWAN SINGH,3243,49,3292,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Udhampur,General,Independent,SWARN VEER SINGH JARAL,3071,17,3088,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Udhampur,General,Independent,DR PANKAJ SHARMA,2201,46,2247,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Udhampur,General,Independent,RAJESH MANCHANDA,1575,30,1605,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Udhampur,General,Independent,SACHIN GUPTA,1457,6,1463,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Udhampur,General,None of the Above,NOTA,12891,47,12938,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Bharatiya Janata Party,JUGAL KISHORE,677571,10017,687588,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Indian National Congress,RAMAN BHALLA,546031,6059,552090,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Bahujan Samaj Party,JAGDISH RAJ,10253,47,10300,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Independent,SATISH POONCHI,5948,11,5959,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Ekam Sanatan Bharat Dal,ANKUR SHARMA,4268,10,4278,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Jammu & Kashmir National Panthers Party (Bhim),NARESH KUMAR CHIB,4231,12,4243,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Independent,PRINCIPAL C D SHARMA,3256,1,3257,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Independent,KARANJIT,3199,8,3207,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Independent,SHABER AHMED,3174,3,3177,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,National Awami United Party,SHIKHA BANDRAL,2932,5,2937,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Independent,DR PRINCE RAINA,2863,3,2866,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Independent,RAJ KUMAR,2611,7,2618,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Independent,SURINDER SINGH,2216,10,2226,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Independent,ATUL RAINA,2063,5,2068,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Jammu & Kashmir People Conference,RATTAN LAL,1650,1,1651,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Jammu and Kashmir Nationalist People's Front,SWAMI DIVYA NAND,1618,2,1620,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Independent,PERSEEN SINGH,1587,2,1589,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Independent,NARESH KUMAR TALLA,1458,1,1459,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Hindustan Shakti Sena,GANESH CHOUDHARY,1187,3,1190,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Independent,VICKY KUMAR DOGRA,1163,2,1165,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,Independent,BANSI LAL,1051,8,1059,22,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,All India Forward Bloc,QARI ZAHEER ABBAS BHATTI,983,1,984,23,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jammu and Kashmir,Jammu,General,None of the Above,NOTA,4631,14,4645,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,Jharkhand Mukti Morcha,VIJAY KUMAR HANSDAK,607293,6078,613371,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,Bharatiya Janata Party,TALA MARANDI,430544,4563,435107,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,Independent,LOBIN HEMBRAM,41592,548,42140,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,Communist Party of India (Marxist),GOPIN SOREN,37191,100,37291,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,Independent,MAHESH PAHARIYA,14950,28,14978,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,Rashtriya Jansambhavna Party,AJIT MARANDI,11243,8,11251,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,Independent,SEBASTION HEMBROM,9492,1,9493,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,Bahujan Samaj Party,MARIYAM MARANDI,8225,34,8259,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,All India Majlis-E-Ittehadul Muslimeen,PAUL SOREN,7854,48,7902,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,Independent,DIPA TUDU,6847,9,6856,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,Peoples Party of India (Democratic),KHALIFA KISKU,4092,15,4107,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,Lokhit Adhikar Party,VINOD KUMAR MANDAL,3774,35,3809,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,Navyug Pragatisheel Morcha,MUNSHI KISKU,2777,2,2779,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,Samata Party,LILI HANSDA,2682,7,2689,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Rajmahal,Scheduled Tribe,None of the Above,NOTA,18119,98,18217,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Jharkhand Mukti Morcha,NALIN SOREN,542299,5071,547370,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Bharatiya Janata Party,SITA MURMU,520714,4129,524843,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Independent,MAHASHON MURMU,21371,1,21372,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Independent,BABYLATA TUDU,19275,85,19360,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Communist Party of India,RAJESH KISKU,11484,22,11506,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Independent,DR. SRILAL KISKU,9414,2,9416,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Bahujan Samaj Party,PARESH MARANDI,7713,20,7733,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Lokhit Adhikar Party,ANIL TUDU,6811,7,6818,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Independent,SUSHANTI HEMBROM,5150,2,5152,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Independent,MANOJ HEMBROM,4814,2,4816,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Independent,BIREN MOHLI,4416,2,4418,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Ambedkarite Party of India,RAJU EMANUEL MURMU,3056,4,3060,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Independent,KAMISHNAR MURMU,2509,7,2516,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Independent,BAGHRAI SOREN,2255,1,2256,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Independent,SANJAY TUDU,2171,3,2174,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Samata Party,MUNNI HANSDA,1753,5,1758,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Independent,NIRMAL SOREN,1707,6,1713,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Indian National Socialistic Action Forces,ALESH HANSDA,1666,8,1674,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,Peoples Party of India (Democratic),JONATHAN MARDI,1650,1,1651,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Dumka,Scheduled Tribe,None of the Above,NOTA,4453,73,4526,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Bharatiya Janata Party,NISHIKANT DUBEY,688879,4261,693140,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Indian National Congress,PRADEEP YADAV,586104,5223,591327,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Independent,UDAY SHANKAR KHAWARE,26831,6,26837,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Independent,ARUN MARIK,17436,1,17437,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Independent,NILESH KUMAR GUPTA,10485,3,10488,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Independent,AVISEK ANAND JHA,9601,35,9636,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Bahujan Samaj Party,BAJRANGI MAHTHA,8151,24,8175,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Independent,MUKESH KUMAR JHA,7366,,7366,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Ambedkarite Party of India,KUMARI DILESHWARI,6578,3,6581,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Peoples Party of India (Democratic),RAMESHWAR MANDAL,3315,1,3316,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Bhagidari Party(P),SURAJ KUMAR AMAN,3070,3,3073,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Nyaydharmsabha,ARUN KUMAR,2891,2,2893,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Independent,DR. K. RANGAIAH,2205,5,2210,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Akhil Bhartiya Manavadhikar Vichar Manch Party,BRAJKISHORE PANDIT,2102,6,2108,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,"Proutist Bloc, India",ANUP KUMAR,2003,4,2007,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Socialist Unity Centre Of India (COMMUNIST),KALIPADA MURMU,1935,6,1941,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Right to Recall Party,KETAN KUMAR,1896,2,1898,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Lokhit Adhikar Party,TIPLAL SAH,1765,5,1770,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,Jagrook Janta Party,GYANESHWAR JHA,1637,3,1640,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Godda,General,None of the Above,NOTA,4309,52,4361,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Bharatiya Janata Party,KALI CHARAN SINGH,568912,5644,574556,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Indian National Congress,KRISHNA NAND TRIPATHI,348110,5487,353597,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Independent,AMIT KUMAR SINGH,31976,15,31991,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Communist Party of India,ARJUN KUMAR,14062,60,14122,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Independent,DR. ABHISHEK KUMAR SINGH,14038,68,14106,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Independent,ARJUN PRAJAPATI,13320,8,13328,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Independent,DEEPAK KUMAR GUPTA,12384,182,12566,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Bahujan Samaj Party,NAGMANI,11798,152,11950,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Independent,CHANDAN KUMAR,6569,13,6582,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Independent,MD ABUZAR KHAN,5820,3,5823,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Independent,YOGESH KUMAR SINGH,5110,2,5112,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Ambedkarite Party of India,BIMAL LAKRA,4983,31,5014,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Peoples Party of India (Democratic),KARMLAL ORAON,3968,42,4010,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Samata Party,SUMIT KUMAR YADAV,3499,17,3516,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Lokhit Adhikar Party,SANJAY KUMAR SNEHI,3202,14,3216,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Bahujan Mukti Party,MAHESH BANDO,3159,42,3201,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Independent,SRIRAM SINGH,2991,2,2993,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Jharkhand Party,DARSHAN GANJHU,2780,37,2817,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Bharatheeya Jawan Kisan Party,DULESHWAR SAW,2376,9,2385,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Bhagidari Party(P),LAW KUMAR PANDIT,2372,8,2380,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Rashtriya Jan Utkarsh Party,KAMDEO DIHO RANA,2297,12,2309,22,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,Independent,VIKRANT KUMAR SINGH,2288,1,2289,23,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Chatra,General,None of the Above,NOTA,8435,76,8511,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Bharatiya Janata Party,ANNPURNA DEVI,787185,4472,791657,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Communist Party of India (Marxist-Leninist) (Liberation),VINOD KUMAR SINGH,410945,3698,414643,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Independent,MANOJ KUMAR,28310,302,28612,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Independent,JAI PRAKASH VERMA,22843,380,23223,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Bahujan Samaj Party,SITAN RABIDAS,13067,107,13174,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Jharkhand,Kodarma,General,Independent,SURENDRA KUMAR AGRAWAL,9646,10,9656,7,"EVM_votes, postal_votes, total_votes in absolute number"
