election_year,state_name,constituency_name,constituency_type,party_name,candidate_name,EVM_votes,postal_votes,total_votes,rank,units
2024,Rajasthan,Alwar,General,Independent,CHHAGAN LAL,1291,36,1327,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Alwar,General,Hindustan Janta Party,VISHVNATH KHINCHI,862,17,879,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Alwar,General,None of the Above,NOTA,5727,95,5822,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Bharatpur,Scheduled Caste,Indian National Congress,SANJNA JATAV,572808,7082,579890,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Bharatpur,Scheduled Caste,Bharatiya Janata Party,RAMSWAROOP KOLI,519269,8638,527907,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Bharatpur,Scheduled Caste,Bahujan Samaj Party,ANJILA JATAV,9298,210,9508,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Bharatpur,Scheduled Caste,Independent,ANEETA,5027,92,5119,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Bharatpur,Scheduled Caste,Independent,PURUSHOTTAM LAL,2730,17,2747,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Bharatpur,Scheduled Caste,Independent,PUSHPENDAR KUMAR,2374,12,2386,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Bharatpur,Scheduled Caste,None of the Above,NOTA,5344,99,5443,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Karauli-Dholpur,Scheduled Caste,Indian National Congress,BHAJAN LAL JATAV,525379,4632,530011,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Karauli-Dholpur,Scheduled Caste,Bharatiya Janata Party,INDU DEVI,426798,4268,431066,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Karauli-Dholpur,Scheduled Caste,Bahujan Samaj Party,VIKRAM SINGH,14005,107,14112,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Karauli-Dholpur,Scheduled Caste,Independent,RAMKHILADI DHOVI,5426,47,5473,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Karauli-Dholpur,Scheduled Caste,None of the Above,NOTA,7402,58,7460,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Dausa,Scheduled Tribe,Indian National Congress,MURARI LAL MEENA,636868,9398,646266,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Dausa,Scheduled Tribe,Bharatiya Janata Party,KANHAIYA LAL MEENA,404309,4617,408926,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Dausa,Scheduled Tribe,Bahujan Samaj Party,SONU DHANKA,6752,45,6797,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Dausa,Scheduled Tribe,Independent,"DR. RAM ROOP MEENA, ADVOCATE",2701,20,2721,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Dausa,Scheduled Tribe,Independent,MOHAN LAL MEENA,2164,14,2178,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Dausa,Scheduled Tribe,None of the Above,NOTA,5789,57,5846,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Tonk-Sawai Madhopur,General,Indian National Congress,HARISH CHANDRA MEENA,617137,6626,623763,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Tonk-Sawai Madhopur,General,Bharatiya Janata Party,SUKHBIR SINGH JAUNAPURIA,553309,5505,558814,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Tonk-Sawai Madhopur,General,Bahujan Samaj Party,PRAHALAD MALI,13089,55,13144,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Tonk-Sawai Madhopur,General,Indian Peoples Green Party,GANESH MEENA,7425,8,7433,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Tonk-Sawai Madhopur,General,Independent,MAKHAN LAL MEENA,3314,10,3324,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Tonk-Sawai Madhopur,General,Independent,JASRAM MEENA,3044,1,3045,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Tonk-Sawai Madhopur,General,Aazad Samaj Party (Kanshi Ram),VIJENDRA,2669,28,2697,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Tonk-Sawai Madhopur,General,Independent,GIRRAJ PRASAD MEENA,2512,9,2521,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Tonk-Sawai Madhopur,General,Bharat Adivasi Party,JAGDISH PRASAD MEENA,1366,7,1373,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Tonk-Sawai Madhopur,General,Rajasthan Raj Party,DULI CHAND SAINI,1253,11,1264,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Tonk-Sawai Madhopur,General,Bheem Tribal Congress,JAGDISH PRASAD SHARMA,1023,6,1029,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Tonk-Sawai Madhopur,General,None of the Above,NOTA,8105,72,8177,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,Bharatiya Janata Party,BHAGIRATH CHOUDHARY,741151,6311,747462,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,Indian National Congress,RAMCHANDRA CHOUDHARY,413685,3786,417471,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,Bahujan Samaj Party,RAMDEV,4896,48,4944,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,Independent,SURENDRA SINGH RANAVAT,4348,25,4373,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,Bharatiya Yuva Jan Ekta Party,MUKESH GENA,3187,9,3196,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,Aazad Samaj Party (Kanshi Ram),JITENDRA BOYAT,2608,25,2633,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,Independent,SATYANARAYAN MALI,2409,11,2420,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,Independent,VISHRAM BABU,1517,7,1524,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,National Future Party,SHABUDADIN,1190,7,1197,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,Independent,YUSUF,988,12,1000,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,Independent,PREM LATA,988,167,1155,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,Independent,BHAWARLAL SONI,868,70,938,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,Akhil Bhartiya Aamjan Party,RAMLAL,807,11,818,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,Independent,DAYA MOHAN GARG,644,2,646,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ajmer,General,None of the Above,NOTA,11290,112,11402,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Nagaur,General,Rashtriya Loktantrik Party,HANUMAN BENIWAL,591460,5495,596955,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Nagaur,General,Bharatiya Janata Party,JYOTI MIRDHA,550304,4426,554730,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Nagaur,General,Abhinav Rajasthan Party,DR ASHOK CHOUDHARY,26251,43,26294,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Nagaur,General,Bahujan Samaj Party,DR. GAJENDRA SINGH RATHORE,23551,457,24008,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Nagaur,General,Independent,RAJKUMAR JAT,8219,13,8232,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Nagaur,General,Independent,HARI RAM,7610,16,7626,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Nagaur,General,Independent,PREMRAJ KHARDIYA,4504,8,4512,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Nagaur,General,Independent,AMEEN KHAN,4439,24,4463,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Nagaur,General,Rashtriya Janshakti Party (Secular),HANUMAN SINGH KALVI,2862,20,2882,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Nagaur,General,None of the Above,NOTA,8711,60,8771,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,Bharatiya Janata Party,P. P. CHAUDHARY,750568,6821,757389,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,Indian National Congress,SANGEETA BENIWAL,505754,6284,512038,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,Independent,LAL SINGH DEWASI,18848,154,19002,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,Independent,HUKAM SINGH,16835,262,17097,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,Bahujan Samaj Party,MAHENDRA REGAR,11054,47,11101,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,Bharat Adivasi Party,JEEVARAM RANA,8325,22,8347,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,Independent,SHRAWAN RAM DEWASI,5585,8,5593,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,Independent,MUKESH SAINI,2471,52,2523,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,Indian Peoples Green Party,BASTIRAM,1570,16,1586,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,Independent,BHIYARAM,1335,10,1345,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,Independent,ANAND KUMAR PARIHAR,1327,8,1335,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,Independent,KESARAM,1327,18,1345,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,Independent,DEEPAK BAMNIYA,1256,32,1288,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Pali,General,None of the Above,NOTA,13763,90,13853,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Bharatiya Janata Party,GAJENDRA SINGH SHEKHAWAT,722978,7078,730056,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Indian National Congress,KARAN SINGH UCHIYARDA,608228,6151,614379,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Independent,SUNIL KUMAR PAREEK,7424,5,7429,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Bahujan Samaj Party,MANJU MEGHWAL,6347,48,6395,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Aazad Samaj Party (Kanshi Ram),ANANDARAM URF ANAND CHAUHAN,3662,18,3680,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Independent,SUNIL BHANDARI,3236,2,3238,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Independent,VISHEK VISHNOI,1718,32,1750,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Independent,SHIVA RAM,1191,4,1195,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Independent,LIKHAMA RAM,1123,2,1125,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Independent,NARESH KANDARA,1007,20,1027,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Bharatiya Sampuran Krantikari Party,SATYANARAYAN,776,6,782,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Right to Recall Party,PAPPU DAN,650,4,654,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Dalit Kranti Dal,SHAHNAZ BANO,546,1,547,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Rashtriya Janshakti Party (Secular),RAM DAYAL BISHNOI,491,12,503,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,Indian Peoples Green Party,BHOM SINGH,483,4,487,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jodhpur,General,None of the Above,NOTA,10511,80,10591,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Barmer,General,Indian National Congress,UMMEDA RAM BENIWAL,699122,5554,704676,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Barmer,General,Independent,RAVINDRA SINGH BHATI,581865,4635,586500,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Barmer,General,Bharatiya Janata Party,KAILASH CHOUDHARY,284527,2206,286733,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Barmer,General,Independent,TARARAM MEHNA,49768,189,49957,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Barmer,General,Independent,PRATAPA RAM,8282,36,8318,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Barmer,General,Independent,HANIPH,7755,5,7760,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Barmer,General,Bahujan Samaj Party,LEELA RAM,7557,28,7585,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Barmer,General,Aazad Samaj Party (Kanshi Ram),PRABHU RAM,6381,15,6396,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Barmer,General,Independent,RAMA RAM,6031,10,6041,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Barmer,General,Independent,POPAT LAL,3117,42,3159,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Barmer,General,Independent,DEVILAL JAIN,3016,7,3023,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Barmer,General,None of the Above,NOTA,17893,10,17903,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jalore,General,Bharatiya Janata Party,LUMBARAM,793705,3078,796783,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jalore,General,Indian National Congress,VAIBHAV GEHLOT,592204,3036,595240,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jalore,General,Bharat Adivasi Party,OTARAM,10077,32,10109,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jalore,General,Independent,SHAKUR,9866,6,9872,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jalore,General,Aazad Samaj Party (Kanshi Ram),MOTI LAL,4579,7,4586,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jalore,General,Independent,RAMESH KUMAR BHANDARI,3909,1,3910,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jalore,General,Independent,DEVARAM,3126,8,3134,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jalore,General,Independent,KALURAM MEGHWAL,2258,5,2263,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jalore,General,Independent,DINESH SINGH,2094,11,2105,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jalore,General,Bheem Tribal Congress,TIKMA RAM BHATI,1653,7,1660,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jalore,General,Independent,DALARAM,1493,15,1508,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jalore,General,Indian Peoples Green Party,FOJARAM,1493,4,1497,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jalore,General,None of the Above,NOTA,18439,20,18459,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Udaipur,Scheduled Tribe,Bharatiya Janata Party,MANNA LAL RAWAT,732757,5529,738286,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Udaipur,Scheduled Tribe,Indian National Congress,TARACHAND MEENA,473167,3511,476678,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Udaipur,Scheduled Tribe,Bharat Adivasi Party,PRAKASH CHAND,215390,1748,217138,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Udaipur,Scheduled Tribe,Bahujan Samaj Party,DALPAT RAM GARASIA,14427,33,14460,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Udaipur,Scheduled Tribe,Independent,DR. SAVITA KUMARI AHARI,8130,32,8162,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Udaipur,Scheduled Tribe,Independent,PRABHULAL MEENA,7972,24,7996,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Udaipur,Scheduled Tribe,Indian Peoples Green Party,RAJENDRA KUMAR MEENA,6752,25,6777,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Udaipur,Scheduled Tribe,Independent,KANJI LAL DAMOR,5912,19,5931,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Udaipur,Scheduled Tribe,None of the Above,NOTA,22848,100,22948,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Banswara,Scheduled Tribe,Bharat Adivasi Party,RAJ KUMAR ROAT,815430,5401,820831,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Banswara,Scheduled Tribe,Bharatiya Janata Party,MAHENDRAJEETSINGH MALVIYA,568589,5188,573777,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Banswara,Scheduled Tribe,Independent,RAJKUMAR S/O HIRALAL,74551,47,74598,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Banswara,Scheduled Tribe,Indian National Congress,ARVIND SITA DAMOR,60917,294,61211,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Banswara,Scheduled Tribe,Independent,RAJKUMAR S/O PREMJI,41742,48,41790,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Banswara,Scheduled Tribe,Independent,BANSHILAL AHARI,17884,12,17896,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Banswara,Scheduled Tribe,Indian Peoples Green Party,SHANKARLAL BAMANIYA,17169,19,17188,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Banswara,Scheduled Tribe,Bahujan Samaj Party,DILEEP KUMAR MEENA,8573,18,8591,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Banswara,Scheduled Tribe,None of the Above,NOTA,20892,78,20970,6,"EVM_votes, postal_votes, total_votes in absolute number"
